Controversial Flag,Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Circumbinary Flag,Discovery Method,Discovery Year,Discovery Locale,Detections by Radial Velocity Variations,Detected by Transits,Detected by Imaging,Orbital Period (years),Orbit Semi-Major Axis (au),Planet Radius (Earth Radius),Planet Mass (Earth Mass),Planet Density (g/cm**3),Eccentricity,Equilibrium Temperature (K),Inclination (deg),Transit Depth (%),Transit Duration (hrs),Ratio of Semi-Major Axis to Stellar Radius,Radial Velocity Amplitude (m/s),Spectral Type,Stellar Effective Temperature (K),Stellar Radius (Solar Radius),Stellar Mass (Solar mass),Stellar Metallicity (Solar Metallicity),Stellar Luminosity (log10(Solar)),Stellar Surface Gravity (log10(m/s^2)),Stellar Age (Gyr),Stellar Density (g/cm**3),Stellar Rotational Period (days),Systemic Radial Velocity (km/s),Total Proper Motion (mas/yr),Distance (ly),RA,Dec,U,B,G,V,R,I,Z,J,H,K,W1,W2,W3,W4,Spectral Class,Luminosity Class,Temperature Subscore,Eccentricity Subscore,Number of Stars Subscore,Habitability Score
0,11 Com b,11 Com,b,2,1,0,Radial Velocity,2007,Ground,1,0,0,0.885,1.178,12.2,4914.89849,14.9,0.238,,,,,,288.63,G8 III,4874.0,13.76,2.09,0.5495,1.978,0.45,,,,43.37,140.3836266,303.9272,185.1787793,17.7932516,,5.726,,4.72307,,,,2.943,2.484,2.282,0.639,0.732,2.358,2.27,G,III,0.1,0.999999986219,0.25,0.0
0,11 UMi b,11 UMi,b,1,1,0,Radial Velocity,2009,Ground,1,0,0,1.413,1.53,12.3,4684.8142,13.8,0.08,,,,,,189.7,K4 III,4213.0,29.79,2.78,0.955,2.43,-0.07,1.56,,,-17.52,10.6790187,408.742,229.2745954,71.8239428,,6.382,,5.013,,,,2.876,2.091,1.939,-0.29,0.143,1.894,1.787,K,III,0.1,0.999999999995,1.0,0.0
0,14 And b,14 And,b,1,1,0,Radial Velocity,2008,Ground,1,0,0,0.511,0.775,13.1,1131.1513,2.76,0.0,,,,,,86.08,K0 III,4888.0,11.55,1.78,0.6166,1.84,0.55,4.5,,,-59.73,299.2526179,246.0495,352.82415,39.2358367,,6.256,,5.23133,,,,3.019,2.608,2.331,1.592,2.545,2.719,2.719,K,III,0.1,1.0,1.0,0.0
0,14 Her b,14 Her,b,1,2,0,Radial Velocity,2002,Ground,1,0,0,4.833,2.774,12.6,2559.47216,7.03,0.373,,144.652,,,,89.582,K0 V,5338.0,0.93,0.91,2.541,-0.153,2.45,3.9,1.27393,,-13.82,324.5303062,58.4873,242.6021014,43.8163621,,7.495,,6.61935,,,,5.158,4.803,4.714,4.676,4.543,4.721,4.674,K,V,0.1,0.999988230649,1.0,0.0
0,16 Cyg B b,16 Cyg B,b,3,1,0,Radial Velocity,1996,Ground,1,0,0,2.186,1.66,13.5,565.7374,1.26,0.68,,,,,,50.5,G3 V,5750.0,1.13,1.08,1.1482,0.097,2.36,7.4,1.01103,,-28.1,211.1222128,68.9484,295.4656422,50.5168243,,6.876,6.787,6.215,6.165,,,4.993,4.695,4.651,4.773,4.568,4.926,4.713,G,V,0.1,0.0179862099621,0.111111111111,0.0
0,17 Sco b,17 Sco,b,1,1,0,Radial Velocity,2020,Ground,1,0,0,1.584,1.45,12.9,1373.01872,3.51,0.06,,,,,,92.4,K3 III,4157.0,25.92,1.22,0.9772,2.254,-0.3,5.13,,329.49,,10.6681995,407.5417,243.4620874,-11.8377905,,6.615,,5.22606,,,,2.943,2.266,2.094,0.122,0.752,2.058,1.931,K,III,0.1,0.999999999998,1.0,0.0
0,18 Del b,18 Del,b,2,1,0,Radial Velocity,2008,Ground,1,0,0,2.691,2.476,12.5,2926.24614,8.23,0.024,,,,,,114.96,G6 III,4980.0,8.8,2.1,0.871,1.634,0.87,1.1,,,4.35,60.6038527,248.6026,314.6078375,10.8391378,,6.43,,5.51048,,,,4.032,3.44,3.366,3.37,2.931,3.355,3.308,G,III,0.1,1.0,0.25,0.0
0,1RXS J160929.1-210524 b,1RXS J160929.1-210524,b,1,1,0,Imaging,2008,Ground,0,0,1,,330.0,18.647,3000.0,2.54,,1700.0,,,,,,K7 V,4060.0,1.31,0.85,,-0.37,2.0,0.005,0.38789,,,25.3771704,453.7972,242.3762343,-21.0831403,,14.168,,12.618,,,,9.82,9.121,8.916,8.794,8.79,8.684,8.531,K,V,0.001,0.1,1.0,0.0
0,24 Boo b,24 Boo,b,1,1,0,Radial Velocity,2018,Ground,1,0,0,0.083,0.194,13.9,280.64248,0.574,0.032,,,,,,55.67,G3 IV,4816.0,12.19,1.05,0.166,1.877,0.28,6.92,,,-7.77,307.6469784,313.0651,217.1555242,49.8446488,,6.439,,5.59,,,,3.845,3.34,3.159,,,,,G,IV,0.1,1.0,1.0,0.0
0,24 Sex b,24 Sex,b,1,2,0,Radial Velocity,2010,Ground,1,0,0,1.24,1.333,13.4,632.46,1.44,0.09,,,,,,40.0,K0 IV,5098.0,4.9,1.54,0.9333,1.164,1.5,2.7,,,7.29,74.6277468,235.0577,155.8684866,-0.9023998,,7.399,,6.4535,,,,5.292,4.486,4.285,4.094,3.598,4.254,4.201,K,IV,0.1,0.999999999992,1.0,0.0
0,24 Sex c,24 Sex,c,1,2,0,Radial Velocity,2010,Ground,1,0,0,2.418,2.08,13.9,273.32,0.559,0.29,,,,,,14.5,K0 IV,5098.0,4.9,1.54,0.9333,1.164,1.5,2.7,,,7.29,74.6277468,235.0577,155.8684866,-0.9023998,,7.399,,6.4535,,,,5.292,4.486,4.285,4.094,3.598,4.254,4.201,K,IV,0.1,0.999999814461,1.0,0.0
0,2M0437 b,2MASS J04372171+2651014,b,1,1,0,Imaging,2021,Ground,0,0,1,,118.0,13.0,1271.31363,3.18,,1450.0,,,,,,M V,3100.0,0.84,0.17,1.0233,-1.164,2.5,2.5,3.32018,1.84,17.1,28.3362604,419.0583,69.3405531,26.8502997,,17.237,,16.186,,,,11.298,10.656,10.386,10.284,10.12,10.104,7.992,M,V,0.001,0.1,1.0,0.0
0,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,b,2,1,1,Imaging,2013,Ground,0,0,1,,84.0,12.3,4131.79,12.2,,,,,,,,M5.5/M6,,,0.19,,,,0.03,,,,,153.9456,15.8992489,-55.2658291,,16.993,,15.788,,,,10.162,9.58,9.237001,9.047,8.804,8.558,7.817,M,---,0.1,0.1,0.25,0.0
0,2MASS J01225093-2439505 b,2MASS J01225093-2439505,b,1,1,0,Imaging,2013,Ground,0,0,1,,52.0,11.209,7786.5,30.4,,1600.0,,,,,,M3.5 V,3530.0,0.37,0.4,,-1.72,2.86,0.12,10.11868,,9.6,172.4426671,110.3324,20.7128012,-24.6646128,,15.706,,14.244,,,,10.084,9.47,9.198,9.022,8.857,8.747,8.298,M,V,0.001,0.1,1.0,0.0
0,2MASS J02192210-3925225 b,2MASS J02192210-3925225,b,1,1,0,Imaging,2015,Ground,0,0,1,,156.0,16.141,4417.837,5.77,,,,,,,,M6,3064.0,0.28,0.11,,-2.23,2.59,0.035,17.67076,,10.6,109.6,130.7548,34.8427046,-39.4230767,,18.549,,,,,,11.381,10.811,10.404,10.148,9.901,9.614,9.001,M,---,0.1,0.1,1.0,0.0
0,2MASS J04414489+2301513 b,2MASS J04414489+2301513,b,1,1,0,Imaging,2010,Space,0,0,1,,15.0,12.6,2383.6,6.55,,,,,,,,M8.5,2936.0,0.23,0.02,,-2.444,3.01,0.001,22.7811,,,23.2,392.7701,70.4371079,23.0308544,,,,,,,,14.419,13.726,13.161,,,,,M,---,0.1,0.1,1.0,0.0
0,2MASS J12073346-3932539 b,2MASS J12073346-3932539,b,1,1,0,Imaging,2004,Ground,0,0,1,,55.0,12.9,1589.15,4.07,,1250.0,,,,,,M8,2825.0,0.22,0.02,,-2.561,3.03,0.008,25.27945,,,68.3315134,209.7444,181.8890906,-39.5484399,,,,20.15,,,,12.995,12.388,11.945,11.574,11.017,9.469,8.121,M,---,0.001,0.1,1.0,0.0
0,2MASS J19383260+4603591 b,2MASS J19383260+4603591,b,2,3,1,Eclipse Timing Variations,2015,Space,0,0,0,1.112,0.92,13.4,603.877,1.38,0.33,,,,,,,nan,29564.0,0.2,0.48,0.8091,1.45,3.51,,,,,6.9650162,1292.6606,294.6359173,46.0664076,,12.112,11.964,12.651,12.363,12.724,13.043,12.757,12.889,12.955,12.862,12.92,12.67,9.203,-,---,0.1,0.999998629043,0.25,0.0
0,2MASS J22362452+4751425 b,2MASS J22362452+4751425,b,1,1,0,Imaging,2016,Ground,0,0,1,,230.0,12.3,3972.875,11.7,,,,,,,,K7 V,4045.0,0.64,0.6,,-1.021,2.62,0.12,3.36994,,-21.5,69.8897974,226.9188,339.1025931,47.861683,,13.731,13.1,12.368,11.91,11.32,,9.975,9.338,9.148,9.058,9.094,8.947,8.731,K,V,0.1,0.1,1.0,0.0
0,30 Ari B b,30 Ari B,b,4,1,0,Radial Velocity,2009,Ground,1,0,0,0.917,0.99,12.3,4392.4106,13.0,0.29,,,,,,272.0,F6 V,6331.0,1.41,1.93,1.5488,0.381,2.43,0.91,0.743,,12.89,141.8135318,145.6515,39.2412736,24.6480103,,7.458,,7.09209,,,,6.08,5.908,5.822,5.963,5.669,5.825,5.679,F,V,0.1,0.999999814461,0.0625,0.0
0,4 UMa b,4 UMa,b,1,1,0,Radial Velocity,2006,Ground,1,0,0,0.74,0.877,12.6,2511.48007,6.9,0.453,,,,,,242.24,K1 III,4415.0,18.11,1.23,0.5623,2.062,-0.2,4.604,,,14.62,66.6571379,239.5952,130.0528099,64.3280504,,5.77,,4.5801,,,,2.619,2.021,1.734,-0.342,0.1,1.817,1.755,K,III,0.1,0.999357820299,1.0,0.0
0,42 Dra b,42 Dra,b,2,1,0,Radial Velocity,2008,Ground,1,0,0,1.312,1.19,13.0,1233.13,3.08,0.38,,,,,,110.5,K1.5 III,4200.0,22.03,0.98,0.3467,2.155,-0.29,9.49,,,31.79,108.2005422,295.6751,276.4975053,65.5633652,,6.005,,4.8262,,,,2.949,2.197,2.085,-0.152,0.372,2.022,1.892,K,III,0.1,0.999983298578,0.25,0.0
0,47 UMa b,47 UMa,b,1,3,0,Radial Velocity,1996,Ground,1,0,0,2.951,2.1,13.2,804.08,1.92,0.032,,,,,,48.4,G0 V,5872.0,1.21,1.06,1.0965,0.198,2.3,6.48,0.83662,,11.22,322.3708569,44.9988,164.8647611,40.4304931,,5.646,,5.03352,,,,3.96,3.736,3.75,3.556,3.143,3.586,3.553,G,V,0.1,1.0,1.0,0.0
0,47 UMa c,47 UMa,c,1,3,0,Radial Velocity,2001,Ground,1,0,0,6.546,3.6,14.2,171.621,0.329,0.098,,,,,,8.0,G1 V,5872.0,1.21,1.06,1.0965,0.198,2.3,6.48,0.83662,,11.22,322.3708569,44.9988,164.8647611,40.4304931,,5.646,,5.03352,,,,3.96,3.736,3.75,3.556,3.143,3.586,3.553,G,V,0.1,0.999999999987,1.0,0.0
0,47 UMa d,47 UMa,d,1,3,0,Radial Velocity,2009,Ground,1,0,0,38.336,11.6,13.5,521.22,1.16,0.16,,,,,,13.8,G0V,5872.0,1.21,1.06,1.0965,0.198,2.3,6.48,0.83662,,11.22,322.3708569,44.9988,164.8647611,40.4304931,,5.646,,5.03352,,,,3.96,3.736,3.75,3.556,3.143,3.586,3.553,G,V,0.1,0.999999999721,1.0,0.0
0,51 Eri b,51 Eri,b,3,1,0,Imaging,2015,Ground,0,0,1,32.001,13.2,13.4,635.66,1.45,0.45,700.0,133.0,,,,,F0 IV,7295.0,1.49,1.75,0.9397,0.85,2.31,0.02,0.70712,,17.3,77.7287954,97.0559,69.4007424,-2.4738245,,5.486,,5.21149,,,,4.744,4.77,4.537,4.543,4.31,4.575,4.39,F,IV,0.001,0.999447221363,0.111111111111,0.0
0,51 Peg b,51 Peg,b,1,1,0,Radial Velocity,1995,Ground,1,0,0,0.012,0.0527,14.3,146.2018,0.275,0.013,,80.0,,,,55.94,G5V,5758.0,1.18,1.03,1.5136,0.136,2.31,10.0,0.89374,30.0,-33.25,216.4603396,50.4283,344.3675399,20.7690958,,6.104,,5.45309,,,,4.655,4.234,3.911,3.909,3.624,3.929,3.904,G,V,0.1,1.0,1.0,0.0
0,55 Cnc b,55 Cnc,b,2,5,0,Radial Velocity,1996,Ground,1,0,0,0.04,0.1134,13.9,263.9785,0.54,0.0,700.0,89.73,,,,71.37,K0 IV-V,5172.0,0.94,0.91,2.2387,-0.197,2.43,5.5,1.41851,38.8,27.25,539.1329986,41.0484,133.1468373,28.3298154,,6.816,,5.95084,,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,K,V,0.001,1.0,0.25,0.0
0,55 Cnc c,55 Cnc,c,2,5,0,Radial Velocity,2004,Ground,1,0,0,0.122,0.2373,8.51,54.4738,0.486,0.03,,89.73,,,,9.89,G8V,5172.0,0.94,0.91,2.2387,-0.197,2.43,10.2,1.41851,38.8,27.41,539.1329986,41.0484,133.1468373,28.3298154,,6.816,,5.95084,,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,G,V,0.1,1.0,0.25,0.0
0,55 Cnc d,55 Cnc,d,2,5,0,Radial Velocity,2002,Ground,1,0,0,15.262,5.957,13.0,1232.493,3.08,0.13,,89.73,,,,38.6,G8 V,5172.0,0.94,0.91,2.2387,-0.197,2.43,5.5,1.41851,38.8,27.25,539.1329986,41.0484,133.1468373,28.3298154,,6.816,,5.95084,,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,G,V,0.1,0.999999999938,0.25,0.0
0,55 Cnc e,55 Cnc,e,2,5,0,Radial Velocity,2004,Ground,1,1,0,0.002,0.01544,1.875,7.99,6.66,0.05,1958.0,83.59,0.0375,1.555016,0.0182,6.02,G8 V,5172.0,0.94,0.91,2.2387,-0.197,2.43,10.2,1.5212,38.8,27.41,539.1329986,41.0484,133.1468373,28.3298154,,6.816,,5.95084,,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,G,V,0.001,0.999999999999,0.25,0.0
0,55 Cnc f,55 Cnc,f,2,5,0,Radial Velocity,2007,Ground,1,0,0,0.712,0.7708,7.59,44.812,0.563,0.08,,89.73,,,,5.14,G8V,5172.0,0.94,0.91,2.2387,-0.197,2.43,10.2,1.41851,38.8,27.41,539.1329986,41.0484,133.1468373,28.3298154,,6.816,,5.95084,,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,G,V,0.1,0.999999999995,0.25,0.0
0,6 Lyn b,6 Lyn,b,1,1,0,Radial Velocity,2008,Ground,1,0,0,2.518,2.028,13.4,597.83523,1.37,0.042,,,,,,32.76,K0 IV,4941.0,4.94,1.32,0.6761,1.119,1.16,2.353,,,39.7,340.0415405,178.2765,97.6960311,58.1611753,,6.796,,5.87307,,,,4.272,3.825,3.701,3.662,2.916,3.689,3.589,K,IV,0.1,0.999999999999,1.0,0.0
0,61 Vir b,61 Vir,b,1,3,0,Radial Velocity,2009,Ground,1,0,0,0.012,0.050201,2.11,5.1,2.98,0.12,,,,,,2.12,G5 V,5577.0,0.96,0.94,0.9772,-0.095,2.34,8.96,1.44933,,-8.2,1508.8416272,27.7341,199.596455,-18.3157745,,0.072,,4.6955,,,,3.334,2.974,2.956,2.144,2.791,3.091,2.986,G,V,0.1,0.999999999962,1.0,0.0
0,61 Vir c,61 Vir,c,1,3,0,Radial Velocity,2009,Ground,1,0,0,0.104,0.2175,4.46,18.2,1.13,0.14,,,,,,3.62,G5 V,5577.0,0.96,0.94,0.9772,-0.095,2.34,8.96,1.44933,,-8.2,1508.8416272,27.7341,199.596455,-18.3157745,,0.072,,4.6955,,,,3.334,2.974,2.956,2.144,2.791,3.091,2.986,G,V,0.1,0.999999999897,1.0,0.0
0,61 Vir d,61 Vir,d,1,3,0,Radial Velocity,2009,Ground,1,0,0,0.337,0.476,5.11,22.9,0.943,0.35,,,,,,3.25,G5 V,5577.0,0.96,0.94,0.9772,-0.095,2.34,8.96,1.44933,,-8.2,1508.8416272,27.7341,199.596455,-18.3157745,,0.072,,4.6955,,,,3.334,2.974,2.956,2.144,2.791,3.091,2.986,G,V,0.1,0.999996273361,1.0,0.0
0,7 CMa b,7 CMa,b,1,2,0,Radial Velocity,2011,Ground,1,0,0,2.013,1.758,13.4,587.9855,1.34,0.06,,90.0,,,,34.3,K1 III,4826.0,4.87,1.34,1.6218,1.063,1.19,4.3,,,,95.6229309,64.6118,99.171276,-19.2561808,,5.013,,3.95,,,,2.173,1.679,1.564,-0.682,-0.525,1.653,1.541,K,III,0.1,0.999999999998,1.0,0.0
0,7 CMa c,7 CMa,c,1,2,0,Radial Velocity,2019,Ground,1,0,0,2.727,2.153,13.9,276.5121,0.566,0.08,,90.0,,,,14.9,K1III(+M),4826.0,4.87,1.34,1.6218,1.063,1.19,4.3,,,,95.6229309,64.6118,99.171276,-19.2561808,,5.013,,3.95,,,,2.173,1.679,1.564,-0.682,-0.525,1.653,1.541,K,---,0.1,0.999999999995,1.0,0.0
0,70 Vir b,70 Vir,b,1,1,0,Radial Velocity,1996,Ground,1,0,0,0.319,0.481,12.6,2380.45,6.54,0.3988,,,,,,316.2,G5V,5495.0,1.89,1.09,0.8128,0.451,1.95,7.77,0.19024,,4.95,622.5685118,58.3855,202.1064898,13.7763085,,5.678,,4.96808,,,,3.798,3.457,3.5,2.49,2.951,3.257,3.186,G,V,0.1,0.999957245784,1.0,0.0
0,75 Cet b,75 Cet,b,2,2,0,Radial Velocity,2012,Ground,1,0,0,1.907,1.912,13.3,787.89662,1.84,0.093,,,,,,36.92,G3 III,4809.0,10.38,1.92,1.2589,1.714,0.69,,,,-6.21,38.5643962,270.5833,38.0391598,-1.0350269,,6.366,,5.3532,,,,3.931,3.318,3.207,2.101,2.791,3.038,2.988,G,III,0.1,0.99999999999,0.25,0.0
0,75 Cet c,75 Cet,c,2,2,0,Radial Velocity,2023,Ground,1,0,0,5.617,3.929,13.9,289.85951,0.593,0.023,,,,,,9.44,G3 III,4809.0,10.38,1.92,1.2589,1.714,0.69,,,,-6.21,38.5643962,270.5833,38.0391598,-1.0350269,,6.366,,5.3532,,,,3.931,3.318,3.207,2.101,2.791,3.038,2.988,G,III,0.1,1.0,0.25,0.0
0,8 UMi b,8 UMi,b,1,1,0,Radial Velocity,2015,Ground,1,0,0,0.256,0.49,13.6,416.3573,0.91,0.06,,,,,,46.1,K0,4847.0,10.3,1.44,0.9333,1.725,0.57,1.7,,,-9.2,13.2836055,530.1731,224.201685,74.9009379,,7.834,,6.83295,,,,5.069,4.749,4.515,4.468,4.187,4.473,4.415,K,---,0.1,0.999999999998,1.0,0.0
0,81 Cet b,81 Cet,b,1,1,0,Radial Velocity,2008,Ground,1,0,0,2.753,2.104,13.1,1051.05854,2.57,0.037,,,,,,58.51,G5 III,4734.0,11.21,1.23,0.7762,1.76,0.41,,,,9.25,60.3912853,330.2656,39.4243555,-3.3963607,,6.675,,5.64307,,,,3.94,3.386,3.266,3.313,3.036,3.297,3.242,G,III,0.1,0.999999999999,1.0,0.0
0,91 Aqr b,91 Aqr,b,3,1,0,Radial Velocity,2013,Ground,1,0,0,0.497,0.7,13.1,1017.0,2.49,0.027,,,,,,91.5,K0 III,4665.0,11.0,1.4,0.9333,1.692,0.52,3.56,,,-25.75,368.7717896,143.6078,348.9745031,-9.0878076,,5.35,,4.23946,,,,2.263,1.69,1.597,-0.368,0.108,1.79,1.698,K,III,0.1,1.0,0.111111111111,0.0
0,AB Aur b,AB Aur,b,1,1,0,Imaging,2022,Ground,0,0,1,,93.9,12.5,2860.45566,8.05,0.4,,42.6,,,,,nan,9770.0,2.96,2.4,,1.771,1.77,0.003,0.1033,,,24.429161,528.7869,73.9410446,30.5510888,,7.193,,7.076,,,,5.936,5.062,4.23,3.289,1.669,0.542,-1.723,-,---,0.1,0.999954602131,1.0,0.0
0,AB Pic b,AB Pic,b,1,1,0,Imaging,2005,Ground,0,0,1,,260.0,12.3,4290.5,12.7,,,,,,,,K2 V,5285.0,1.0,0.9,1.0965,-0.226,2.53,0.03,1.12014,,22.2,47.297973,163.2329,94.8039208,-58.0541184,,10.148,,9.13,,,,7.576,7.088,6.981,6.897,6.888,6.858,6.829,K,V,0.1,0.1,1.0,0.0
0,AF Lep b,AF Lep,b,1,1,0,Imaging,2023,Ground,0,0,1,21.985,8.4,13.1,1017.0509,2.49,0.24,1400.0,50.0,,,,,F8 V,6130.0,1.25,1.2,1.5488,0.29,2.4,0.024,1.45415,1.01,22.8,52.1820484,87.5938,81.7699216,-11.9011752,,6.854,,6.332,,,,5.268,5.087,4.926,4.915,4.783,4.904,4.803,F,V,0.001,0.99999998477,1.0,0.0
0,AU Mic b,AU Mic,b,1,3,0,Transit,2020,Space,1,1,0,0.023,0.0645,3.957,20.12,1.32,0.186,600.0,89.5,0.2379,3.4927,0.0496,10.23,M1,3665.0,0.82,0.5,1.3183,-0.99,2.4,0.019,1.75,4.86,-6.31,456.8630854,31.7092,311.2911369,-31.34245,,10.209,,8.81,,,,5.436,4.831,4.529,4.449,4.008,4.313,4.14,M,---,0.001,0.999999998976,1.0,0.0
0,AU Mic c,AU Mic,c,1,3,0,Transit,2021,Space,1,1,0,0.052,0.1101,3.24,9.6,1.22,0.00338,459.0,89.227,0.097,4.236,0.0395,3.68,M1,3665.0,0.82,0.5,1.3183,-0.99,2.4,0.019,1.75,4.86,-6.31,456.8630854,31.7092,311.2911369,-31.34245,,10.209,,8.81,,,,5.436,4.831,4.529,4.449,4.008,4.313,4.14,M,---,0.169926377054,1.0,1.0,0.169926377054
0,AU Mic d,AU Mic,d,1,3,0,Transit Timing Variations,2023,Ground,0,0,0,0.035,,1.02,1.053,5.45,0.00305,,89.318,,,,0.452,M1,3678.0,0.74,0.51,1.6982,-1.038,2.4,0.02,1.75,4.86,-6.31,456.8630854,31.7092,311.2911369,-31.34245,,10.209,,8.81,,,,5.436,4.831,4.529,4.449,4.008,4.313,4.14,M,---,0.1,1.0,1.0,0.0
0,BD+03 2562 b,BD+03 2562,b,1,1,0,Radial Velocity,2017,Ground,1,0,0,1.319,1.3,12.7,2034.112,5.46,0.2,,,,,,155.7,nan,4095.0,32.35,1.14,0.195,2.7,-0.11,5.2,,,50.88,17.9285781,3491.924,177.5647268,2.7601075,15.453,10.795,10.3389,9.577,9.05473,8.56708,8.650271,6.96,6.186,6.021,5.956,5.976,5.969,5.829,-,---,0.1,0.999999997939,1.0,0.0
0,BD+14 4559 b,BD+14 4559,b,1,1,0,Radial Velocity,2009,Ground,1,0,0,0.736,0.78,13.8,330.5432,0.691,0.29,,,,,,55.2,K2 V,4864.0,0.86,0.49,1.4791,-0.32,2.26,,1.73113,,-44.3,233.993162,160.9645,318.4010002,14.6893834,,10.581,,9.78,,,,7.882,7.455,7.336,7.207,7.35,7.289,7.176,K,V,0.1,0.999999814461,1.0,0.0
0,BD+15 2375 b,BD+15 2375,b,1,1,0,Radial Velocity,2016,Ground,1,0,0,0.42,0.576,13.8,337.21763,0.705,0.001,,,,,,38.3,G5,4649.0,8.95,1.08,0.6026,1.57,0.61,7.41,,,-9.65,30.7736087,2505.0249,176.4820239,14.6163182,15.5207,11.387,10.8903,10.41,10.0066,9.71513,10.3566,8.372,7.862,7.718,7.649,7.799,7.692,7.425,G,---,0.1,1.0,1.0,0.0
0,BD+15 2940 b,BD+15 2940,b,1,1,0,Radial Velocity,2013,Ground,1,0,0,0.376,0.539,13.7,352.78,0.754,0.26,,,,,,42.7,K0,4796.0,14.7,1.1,1.9055,2.01,0.8,7.1,,,36.71,44.5517499,1390.7944,240.09564,15.5467507,,10.121,,9.01,,,,7.154,6.664,6.525,6.527,6.538,6.499,6.377,K,---,0.1,0.999999958601,1.0,0.0
0,BD+20 2457 b,BD+20 2457,b,1,2,0,Radial Velocity,2009,Ground,1,0,0,1.039,1.45,12.1,6807.63,21.1,0.15,,,,,,322.35,K2 II,4137.0,49.0,2.8,0.1,3.17,-0.49,,,,145.77,46.8841645,5021.8565,154.186782,19.8912626,14.9129,10.989,10.5155,9.743,9.27739,8.84049,8.97784,7.299,6.606,6.42,6.38,6.355,6.363,6.191,K,II,0.1,0.999999999831,1.0,0.0
0,BD+20 2457 c,BD+20 2457,c,1,2,0,Radial Velocity,2009,Ground,1,0,0,1.703,2.01,12.4,3963.17,11.4,0.18,,,,,,160.03,K2 II,4137.0,49.0,2.8,0.1,3.17,-0.49,,,,145.77,46.8841645,5021.8565,154.186782,19.8912626,14.9129,10.989,10.5155,9.743,9.27739,8.84049,8.97784,7.299,6.606,6.42,6.38,6.355,6.363,6.191,K,II,0.1,0.999999999242,1.0,0.0
0,BD+20 274 b,BD+20 274,b,1,1,0,Radial Velocity,2012,Ground,1,0,0,1.583,1.3,13.0,1334.886,3.34,0.21,,,,,,121.4,K5 III,4296.0,17.3,0.8,0.3467,1.96,-0.01,,,,8.39,3.7882796,4313.4457,25.9203179,21.0052692,14.3374,10.72,10.1863,9.367,8.941711,8.49228,8.9044,7.003,6.337,6.169,6.107,6.141,6.106,5.991,K,III,0.1,0.999999996602,1.0,0.0
0,BD+20 594 b,BD+20 594,b,1,1,0,Transit,2016,Space,1,1,0,0.114,0.241,2.578,22.2481,7.89,0.0,546.0,89.55,0.049,,0.02204,3.1,G,5766.0,1.08,1.67,0.7079,-0.056,2.5,3.34,1.89,,-20.34,63.0539428,585.3228,53.6511231,20.5990205,,11.765,11.352,10.849,11.872,10.918,,9.770001,9.432,9.368,9.31,9.344,9.332,8.976,G,---,0.00863699673492,1.0,1.0,0.0
0,BD+45 564 b,BD+45 564,b,1,1,0,Radial Velocity,2021,Ground,1,0,0,0.843,0.83,13.6,432.24663,0.944,0.12,,2.579,,,,47.68,K1,5004.0,0.81,0.81,0.8128,-0.399,2.22,,2.22951,,-6.82,278.1169411,174.8914,32.9470485,45.9242187,,10.536,,9.67,,,,8.063,7.645,7.557,,,,,K,---,0.1,0.999999999962,1.0,0.0
0,BD+48 738 b,BD+48 738,b,1,1,0,Radial Velocity,2011,Ground,1,0,0,1.075,1.0,13.9,289.2253,0.592,0.2,,,,,,31.9,K0 III,4414.0,11.0,0.74,0.631,1.69,0.24,,,,-5.81,6.8809607,2842.4267,40.7102869,49.5869395,,10.352,,9.139,,,,6.704,6.077,5.904,5.887,5.831,5.854,5.746,K,III,0.1,0.999999997939,1.0,0.0
0,BD+48 740 b,BD+48 740,b,1,1,0,Radial Velocity,2018,Ground,1,0,0,2.007,1.7,13.5,540.311,1.21,0.76,,,,,,54.0,K3 III,4534.0,10.33,1.09,0.7413,1.64,0.48,,,746.0,-45.93,5.2489645,2174.12,40.7425426,48.9300579,,10.51,,8.69,,,,6.385,5.791,5.645,5.555,5.497,5.561,5.479,K,III,0.1,0.001,1.0,0.0
0,BD+49 828 b,BD+49 828,b,1,1,0,Radial Velocity,2015,Ground,1,0,0,7.091,4.2,13.5,508.5,1.14,0.35,,,,,,18.8,K0,4943.0,7.6,1.52,0.6457,1.47,0.85,2.34,,,3.61,12.3367029,1441.7465,45.6406187,49.7299481,,10.508,,9.381,,,,7.246,6.729,6.571,6.503,6.525,6.509,6.363,K,---,0.1,0.999996273361,1.0,0.0
0,BD+55 362 b,BD+55 362,b,1,1,0,Radial Velocity,2021,Ground,1,0,0,0.727,0.78,14.0,228.83645,0.458,0.27,,0.601,,,,25.12,K3,5012.0,0.9,0.91,1.5136,-0.313,2.09,,1.66486,,-25.65,341.3577474,171.4592,23.9636676,56.6982282,,10.299,,9.38,,,,7.826,7.443,7.331,,,,,K,---,0.1,0.999999931744,1.0,0.0
