Controversial Flag,Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Circumbinary Flag,Discovery Method,Discovery Year,Discovery Locale,Detections by Radial Velocity Variations,Detected by Transits,Detected by Imaging,Orbital Period (years),Orbit Semi-Major Axis (au),Planet Radius (Earth Radius),Planet Mass (Earth Mass),Planet Density (g/cm**3),Eccentricity,Equilibrium Temperature (K),Inclination (deg),Transit Depth (%),Transit Duration (hrs),Ratio of Semi-Major Axis to Stellar Radius,Radial Velocity Amplitude (m/s),Spectral Type,Stellar Effective Temperature (K),Stellar Radius (Solar Radius),Stellar Mass (Solar mass),Stellar Metallicity (Solar Metallicity),Stellar Luminosity (log10(Solar)),Stellar Surface Gravity (log10(m/s^2)),Stellar Age (Gyr),Stellar Density (g/cm**3),Stellar Rotational Period (days),Systemic Radial Velocity (km/s),Total Proper Motion (mas/yr),Distance (ly),RA,Dec,U,B,G,V,R,I,Z,J,H,K,W1,W2,W3,W4,Spectral Class,Luminosity Class,Temperature Subscore,Eccentricity Subscore,Number of Stars Subscore,Habitability Score
0,Kepler-965 b,Kepler-965,b,1,1,0,Transit,2016,Space,0,1,0,0.368,0.512,3.38,11.4,1.62,0.0,393.0,90.0,0.08321,9.105,0.02683,,nan,5886.0,1.15,1.05,1.0715,0.148,2.33,5.5,1.64351,,,6.928403,1900.9285,298.5153169,41.8912305,,14.061,13.762,13.488,13.304,13.173,13.125,12.298,11.979,11.91,11.846,11.914,10.881,8.924,-,---,0.623258266886,1.0,1.0,0.623258266886
0,Kepler-966 b,Kepler-966,b,1,1,0,Transit,2016,Space,0,1,0,0.273,0.3907,4.13,16.0,1.25,0.0,391.0,89.32,0.1287,6.744,0.03695,,nan,5840.0,1.02,1.02,1.0965,0.233,2.43,4.07,0.65013,,,5.2554737,3352.2314,297.270576,50.1218365,,15.347,14.999,14.731,14.391,14.175,14.076,13.12,12.749,12.745,12.691,12.729,12.711,9.386,-,---,0.639960013281,1.0,1.0,0.639960013281
0,Kepler-967 b,Kepler-967,b,1,2,0,Transit,2016,Space,0,1,0,0.036,0.1027,2.35,6.12,2.59,0.0,638.0,89.98,0.0886,3.2928,0.02707,,nan,5178.0,0.8,0.84,0.9333,-0.718,2.56,5.89,3.39073,,,25.5161829,1854.3469,286.5580128,38.4052418,16.8845,15.72,15.0879,14.702,14.3886,14.1047,13.954,12.991,12.539,12.396,12.307,12.316,12.687,8.688,-,---,0.001,1.0,1.0,0.0
0,Kepler-967 c,Kepler-967,c,1,2,0,Transit,2016,Space,0,1,0,0.544,0.6253,3.65,12.9,1.46,0.0,258.0,89.99,0.21708,8.5374,0.04173,,nan,5178.0,0.8,0.84,0.9333,-0.718,2.56,5.89,2.92892,,,25.5161829,1854.3469,286.5580128,38.4052418,16.8845,15.72,15.0879,14.702,14.3886,14.1047,13.954,12.991,12.539,12.396,12.307,12.316,12.687,8.688,-,---,0.673179571224,1.0,1.0,0.673179571224
0,Kepler-968 b,Kepler-968,b,1,3,0,Transit,2016,Space,0,1,0,0.01,0.0389,2.0,4.66,3.2,0.0,745.0,85.88,0.079,1.7291,0.02552,,nan,4598.0,0.7,0.76,1.349,-0.763,2.63,2.14,6.11686,,,5.1564455,946.9091,285.6025889,50.1120401,,16.175,15.258,14.626,14.188,13.84,13.588,12.518,11.971,11.831,11.763,11.815,11.925,8.978,-,---,0.001,1.0,1.0,0.0
0,Kepler-968 c,Kepler-968,c,1,3,0,Transit,2016,Space,0,1,0,0.016,0.052,1.69,3.5,3.98,0.0,644.0,87.7,0.06116,1.5769,0.02247,,nan,4598.0,0.7,0.76,1.349,-0.763,2.63,2.14,12.30954,,,5.1564455,946.9091,285.6025889,50.1120401,,16.175,15.258,14.626,14.188,13.84,13.588,12.518,11.971,11.831,11.763,11.815,11.925,8.978,-,---,0.001,1.0,1.0,0.0
0,Kepler-969 b,Kepler-969,b,1,2,0,Transit,2016,Space,0,1,0,0.094,0.2027,2.07,4.94,3.06,0.0,465.0,88.63,0.06309,4.4751,0.02261,,nan,5214.0,0.82,0.92,1.6596,-0.389,2.57,1.51,3.24214,,,2.3957783,1273.163,288.3724989,47.9335642,,14.836,14.364,13.865,13.672,13.463,13.395,12.413,11.976,11.897,11.852,11.901,11.762,9.269,-,---,0.144911942654,1.0,1.0,0.144911942654
0,Kepler-969 c,Kepler-969,c,1,2,0,Transit,2016,Space,0,1,0,0.005,0.0272,0.99,0.937,5.31,0.0,1270.0,82.42,0.01462,1.8737,0.01119,,nan,5214.0,0.82,0.92,1.6596,-0.389,2.57,1.51,1.59429,,,2.3957783,1273.163,288.3724989,47.9335642,,14.836,14.364,13.865,13.672,13.463,13.395,12.413,11.976,11.897,11.852,11.901,11.762,9.269,-,---,0.001,1.0,1.0,0.0
0,Kepler-97 b,Kepler-97,b,1,2,0,Transit,2014,Space,1,1,0,0.007,0.035618,1.48,3.51,5.44,0.0,1328.0,87.61,0.02242,2.253,0.0138,1.65,nan,5779.0,0.98,0.94,0.631,-0.025,2.43,8.42,1.53,,3.14,24.8251571,1307.5822,287.3265292,48.6733443,,14.288,13.296,12.994,12.834,12.69,12.665,11.744,11.408,11.345,11.314,11.325,11.396,8.714,-,---,0.001,1.0,1.0,0.0
0,Kepler-97 c,Kepler-97,c,1,2,0,Radial Velocity,2014,Ground,1,0,0,2.16,,,344.0,,,,,,,,25.0,nan,5779.0,0.98,0.94,0.631,-0.037,2.43,8.42,1.53,,3.14,24.8251571,1307.5822,287.3265292,48.6733443,,14.288,13.296,12.994,12.834,12.69,12.665,11.744,11.408,11.345,11.314,11.325,11.396,8.714,-,---,0.1,0.1,1.0,0.0
0,Kepler-970 b,Kepler-970,b,2,1,0,Transit,2016,Space,0,1,0,0.046,0.139,2.609,7.31,2.26,0.34,464.0,88.74,0.12892,2.2,0.0337,,nan,4290.0,0.71,0.67,1.0965,-0.775,2.62,0.105,2.65047,9.23,-27.15,3.2455154,1081.3539,289.6252192,40.7087351,,16.563,15.789,15.21,14.738,14.356,14.131,12.98,12.355,12.215,12.155,12.193,12.195,9.198,-,---,0.148880165459,0.999997739676,0.25,0.0
0,Kepler-971 b,Kepler-971,b,1,1,0,Transit,2016,Space,0,1,0,0.026,0.0827,2.13,5.18,2.95,0.0,1087.0,88.99,0.05548,3.4847,0.02343,,nan,5431.0,0.85,0.88,0.871,-0.299,2.54,4.47,1.72343,,,3.5598258,1104.1098,284.0945699,41.1828131,15.3655,14.347,13.7637,13.483,13.1494,15.6093,12.8264,11.905,11.5,11.422,11.339,11.363,11.392,9.149,-,---,0.001,1.0,1.0,0.0
0,Kepler-972 b,Kepler-972,b,1,1,0,Transit,2016,Space,0,1,0,0.019,0.0734,4.65,19.5,1.07,0.0,1060.0,81.05,0.09005,3.448,0.03478,,nan,6146.0,1.22,1.15,1.0965,0.191,2.33,2.82,0.08845,,,7.1622203,3907.4467,295.828679,43.4254371,,15.784,15.399,15.084,14.869,14.708,14.616,13.777,13.462,13.373,13.276,13.305,13.036,9.520001,-,---,0.001,1.0,1.0,0.0
0,Kepler-973 b,Kepler-973,b,1,1,0,Transit,2016,Space,0,1,0,0.136,0.2508,1.96,4.5,3.28,0.0,402.0,89.5,0.06267,2.8424,0.02276,,nan,5213.0,0.78,0.86,0.871,-0.344,2.58,2.29,2.18901,,-22.84,16.0675072,1071.4877,290.1653203,49.9238126,,14.279,13.859,13.478,13.189,12.943,12.867,11.845,11.43,11.303,11.241,11.277,11.099,9.557,-,---,0.548146417855,1.0,1.0,0.548146417855
0,Kepler-974 b,Kepler-974,b,1,1,0,Transit,2016,Space,0,1,0,0.011,0.0419,1.57,3.09,4.39,0.0,577.0,85.09,0.0745,1.8482,0.02939,,nan,3687.0,0.5,0.52,1.1749,-1.354,2.76,4.37,4.8384,,,41.1922884,438.0634,285.0131082,40.2209547,18.6011,16.927,16.1581,15.295,14.8122,13.7559,13.239,11.951,11.279,11.056,10.94,10.912,10.88,9.238,-,---,0.00210959265575,1.0,1.0,0.0
0,Kepler-975 b,Kepler-975,b,1,2,0,Transit,2016,Space,0,1,0,0.005,0.0303,1.48,2.79,4.73,0.0,1599.0,79.56,0.04032,1.7381,0.0184,,nan,4897.0,0.75,0.8,1.1749,-0.512,2.59,3.89,2.55402,,,8.9710013,1389.7116,290.54851,38.4952415,17.9654,16.118,15.2903,14.633,14.3378,14.0199,13.8689,12.807,12.276,12.19,12.108,12.175,12.036,8.672,-,---,0.001,1.0,1.0,0.0
0,Kepler-975 c,Kepler-975,c,1,2,0,Transit,2023,Space,0,1,0,0.014,0.0567,10.69,80.2,0.361,0.0,1168.0,85.01,0.07483,1.132,0.05871,,nan,4883.0,1.67,0.95,3.6308,-0.512,1.97,13.9,1.13328,,,8.9710013,1389.7116,290.54851,38.4952415,17.9654,16.118,15.2903,14.633,14.3378,14.0199,13.8689,12.807,12.276,12.19,12.108,12.175,12.036,8.672,-,---,0.001,1.0,1.0,0.0
0,Kepler-976 b,Kepler-976,b,1,1,0,Transit,2016,Space,0,1,0,0.29,0.4217,3.96,14.9,1.32,0.0,324.0,89.84,0.22864,6.986,0.04388,,nan,5232.0,0.83,0.87,1.1749,-0.36,2.55,4.68,2.54944,,,8.9546396,3302.036,289.8696232,46.7296855,,16.868,16.445,15.861,15.715,15.517,15.378,14.361,13.973,13.887,13.356,13.495,13.116,9.418,-,---,0.999785991987,1.0,1.0,0.999785991987
0,Kepler-977 b,Kepler-977,b,1,1,0,Transit,2016,Space,0,1,0,0.074,0.162,2.62,7.37,2.25,0.0,544.0,89.99,0.10036,4.5063,0.02913,,nan,5315.0,0.83,0.87,0.9772,-0.476,2.55,4.57,2.04472,,,24.5381936,1855.0155,291.5161959,42.2480736,,15.935,15.476,14.754,14.768,14.528,14.419,13.434,13.018,12.92,12.858,12.909,12.774,9.138,-,---,0.00940005969682,1.0,1.0,0.0
0,Kepler-978 b,Kepler-978,b,1,1,0,Transit,2016,Space,0,1,0,0.136,0.2726,2.99,9.22,1.9,0.0,546.0,87.52,0.04911,7.093,0.02468,,nan,6002.0,1.09,1.07,0.9772,0.143,2.38,3.63,0.09556,,22.78,14.7021286,2226.0865,286.7107166,43.0433585,,13.985,13.784,13.513,13.375,13.276,13.246,12.363,12.075,12.011,11.95,12.008,11.926,9.334,-,---,0.00863699673492,1.0,1.0,0.0
0,Kepler-979 b,Kepler-979,b,1,1,0,Transit,2016,Space,0,1,0,0.022,0.0753,2.72,7.85,2.14,0.0,792.0,88.23,0.09529,1.7768,0.03034,,nan,5310.0,0.83,0.87,0.955,-0.32,2.54,4.57,7.27802,,,14.9744781,1880.2991,300.3712023,46.4081872,,15.928,15.298,14.882,14.557,14.335,14.196,13.257,12.794,12.732,12.649,12.706,12.909,9.294,-,---,0.001,1.0,1.0,0.0
0,Kepler-98 b,Kepler-98,b,1,1,0,Transit,2014,Space,1,1,0,0.004,0.026126,1.99,3.55,2.18,0.0,1592.0,86.47,0.02965,1.9874,0.01638,1.82,nan,5539.0,1.11,0.99,1.5136,-0.133,2.34,2.79,1.12,,-30.98,17.989011,1142.5734,285.6616933,37.9645672,,14.182,13.424,12.996,12.843,12.675,12.618,11.672,11.316,11.253,11.229,11.276,11.335,9.16,-,---,0.001,1.0,1.0,0.0
0,Kepler-980 b,Kepler-980,b,1,1,0,Transit,2016,Space,0,1,0,0.032,0.1005,2.67,7.61,2.2,0.0,845.0,88.79,0.04028,3.714,0.02253,,nan,5935.0,1.06,1.05,1.0233,0.262,2.41,3.55,1.82309,,,2.8787888,3135.8856,294.6129869,45.060174,,14.939,14.572,14.221,14.086,13.952,13.901,13.022,12.714,12.665,12.628,12.649,13.026,9.658,-,---,0.001,1.0,1.0,0.0
0,Kepler-981 b,Kepler-981,b,1,1,0,Transit,2016,Space,0,1,0,0.012,0.0535,2.31,5.95,2.65,0.0,1103.0,88.32,0.05928,1.8062,0.0223,,nan,5718.0,0.96,0.98,1.0233,-0.081,2.47,4.07,6.84413,,,3.6739975,2863.9171,289.2489051,47.6501141,,15.605,15.227,14.875,14.705,14.572,14.498,13.574,13.272,13.169,13.128,13.182,12.756,9.201,-,---,0.001,1.0,1.0,0.0
0,Kepler-982 b,Kepler-982,b,1,1,0,Transit,2016,Space,0,1,0,0.043,0.1291,2.25,5.69,2.74,0.0,955.0,89.92,0.03127,4.9443,0.01626,,nan,6139.0,1.29,1.16,1.122,0.511,2.28,3.55,0.64822,,,4.2218301,2614.0718,288.4176803,46.5904531,,13.61,13.753,13.099,13.148,12.97,,12.203,11.957,11.895,11.87,11.893,11.725,9.311,-,---,0.001,1.0,1.0,0.0
0,Kepler-983 b,Kepler-983,b,1,1,0,Transit,2016,Space,0,1,0,0.165,0.3148,2.36,6.17,2.58,0.0,485.0,88.93,0.04322,6.929,0.02024,,nan,6052.0,1.08,1.13,1.3183,0.15,2.42,1.41,0.39852,,,13.3068905,2330.1791,285.1042243,45.0080745,,,13.79,14.1125,13.375,13.276,13.248,12.456,12.156,12.169,12.083,12.13,12.507,8.964,-,---,0.0811147381368,1.0,1.0,0.0
0,Kepler-984 b,Kepler-984,b,1,1,0,Transit,2016,Space,0,1,0,0.118,0.2327,2.12,5.14,2.96,0.0,484.0,88.07,0.0509,6.0726,0.02056,,nan,5610.0,0.93,0.96,1.0965,-0.108,2.49,3.98,1.5554,,,14.0649959,1500.9308,296.9588566,46.3940661,,14.491,14.097,13.599,13.476,13.293,13.215,12.247,11.914,11.83,11.795,11.838,12.266,9.316,-,---,0.0836536553315,1.0,1.0,0.0
0,Kepler-985 b,Kepler-985,b,1,1,0,Transit,2016,Space,0,1,0,0.319,0.4451,2.98,9.17,1.9,0.0,323.0,89.99,0.15863,6.865,0.03244,,nan,5434.0,0.85,0.91,1.0,-0.283,2.54,3.39,3.13923,,,8.712627,2215.7767,290.144339,44.0498808,,15.837,15.32,14.904,14.703,14.53,14.432,13.537,13.163,13.019,12.963,13.085,12.411,9.416,-,---,0.99997621907,1.0,1.0,0.99997621907
0,Kepler-986 b,Kepler-986,b,1,1,0,Transit,2016,Space,0,1,0,0.155,0.276,2.36,6.17,2.58,0.0,465.0,89.99,0.05691,4.7029,0.02166,,nan,5642.0,0.98,0.96,1.0965,-0.047,2.43,6.17,4.77055,,,7.6195546,1788.5221,293.0940391,42.8964457,,14.447,14.172,13.69,13.608,13.453,13.385,12.513,12.171,12.107,12.046,12.115,11.715,8.864,-,---,0.144911942654,1.0,1.0,0.144911942654
0,Kepler-987 b,Kepler-987,b,1,1,0,Transit,2016,Space,0,1,0,0.288,0.4238,3.26,10.7,1.7,0.0,351.0,89.99,0.13304,6.12,0.03335,,nan,5637.0,0.91,0.97,1.0233,-0.145,2.51,2.45,4.07825,,,1.9910042,2981.4768,289.4110582,46.1308443,,15.92,15.456,15.171,14.926,14.784,14.715,13.776,13.484,13.375,13.432,13.49,12.833,9.43,-,---,0.925644376715,1.0,1.0,0.925644376715
0,Kepler-988 b,Kepler-988,b,1,1,0,Transit,2016,Space,0,1,0,0.049,0.1085,2.07,4.94,3.06,0.0,368.0,89.46,0.12872,1.686,0.03554,,nan,4005.0,0.53,0.55,0.4786,-1.047,2.73,3.16,3.38055,,,18.9163137,994.4138,290.7082585,42.2372245,,17.258,16.544,15.578,15.248,14.652,14.315,13.138,12.45,12.29,12.219,12.234,12.213,9.358,-,---,0.82124629259,1.0,1.0,0.82124629259
0,Kepler-989 b,Kepler-989,b,1,1,0,Transit,2016,Space,0,1,0,0.022,0.0734,2.21,5.52,2.81,0.0,805.0,89.73,0.0746,1.498,0.02575,,nan,5074.0,0.78,0.82,1.0233,-0.427,2.58,4.68,18.99927,,,41.3962253,1604.6158,281.5827983,47.2334674,,16.327,15.135,14.717,14.356,14.12,14.004,12.965,12.522,12.415,12.4,12.47,12.569,9.526,-,---,0.001,1.0,1.0,0.0
0,Kepler-99 b,Kepler-99,b,2,1,0,Transit,2014,Space,1,1,0,0.013,0.050692,1.48,6.15,10.9,0.0,810.0,89.05,0.04498,2.3499,0.01847,2.91,nan,4782.0,0.73,0.79,1.5136,-0.585,2.61,1.47,2.86,,-23.0,3.5031534,679.608,297.3539994,41.3000452,,15.085,13.819,13.206,12.898,12.606,12.441,11.368,10.852,10.757,10.684,10.772,10.743,9.287,-,---,0.001,1.0,0.25,0.0
0,Kepler-990 b,Kepler-990,b,1,2,0,Transit,2016,Space,0,1,0,0.027,0.0883,2.6,7.27,2.27,0.0,903.0,87.06,0.04579,3.2597,0.02223,,nan,5948.0,1.08,1.05,1.0233,-0.05,2.39,3.55,0.6042,,,19.3218188,2616.3028,297.9381813,46.8813194,,15.382,14.987,14.716,14.457,14.289,14.208,13.362,13.031,12.928,12.813,12.882,13.274,9.629,-,---,0.001,1.0,1.0,0.0
0,Kepler-990 c,Kepler-990,c,1,2,0,Transit,2016,Space,0,1,0,0.001,0.0127,1.53,2.96,4.54,0.0,2386.0,82.87,0.01902,1.4801,0.01293,,nan,5948.0,1.08,1.05,1.0233,-0.05,2.39,3.55,1.52952,,,19.3218188,2616.3028,297.9381813,46.8813194,,15.382,14.987,14.716,14.457,14.289,14.208,13.362,13.031,12.928,12.813,12.882,13.274,9.629,-,---,0.001,1.0,1.0,0.0
0,Kepler-991 b,Kepler-991,b,1,1,0,Transit,2016,Space,0,1,0,0.226,0.3104,2.54,6.99,2.34,0.0,260.0,89.99,0.18954,4.8336,0.03754,,nan,4392.0,0.61,0.64,0.5623,-0.831,2.67,3.47,6.80263,,,21.596226,1270.5766,297.0905543,49.6264867,,16.253,16.262,15.626,15.141,14.726,14.473,13.329,12.72,12.611,12.559,12.607,12.791,9.245,-,---,0.689642831682,1.0,1.0,0.689642831682
0,Kepler-992 b,Kepler-992,b,1,1,0,Transit,2016,Space,0,1,0,0.055,0.1339,1.62,3.26,4.21,0.0,510.0,86.39,0.03364,3.8215,0.02024,,nan,4944.0,0.74,0.8,0.912,-0.57,2.6,3.02,2.48007,,,24.8928262,846.8282,284.4304085,47.6416613,,14.595,14.165,13.557,13.32,13.057,12.923,11.899,11.381,11.274,11.231,11.289,11.19,9.269,-,---,0.0352872681448,1.0,1.0,0.0
0,Kepler-993 b,Kepler-993,b,1,1,0,Transit,2016,Space,0,1,0,0.06,0.13,2.97,9.11,1.91,0.0,352.0,89.41,0.31574,2.1619,0.0496,,nan,3843.0,0.54,0.57,1.0715,-1.229,2.72,3.89,4.12779,,,4.9977908,1058.1251,292.6141076,44.3946644,,18.335,17.509,16.608,16.105,15.306,14.871,13.587,12.893,12.729,12.649,12.678,12.765,9.18,-,---,0.920551435669,1.0,1.0,0.920551435669
0,Kepler-994 b,Kepler-994,b,1,1,0,Transit,2016,Space,0,1,0,0.003,0.0177,1.6,3.19,4.28,0.0,957.0,89.8,0.06059,1.1881,0.02703,,nan,3934.0,0.54,0.56,0.7413,-1.139,2.72,3.24,3.8829,,,36.4618494,613.6886,289.0720752,47.406918,,16.389,15.854,15.046,14.506,13.835,13.482,12.264,11.611,11.453,11.359,11.356,11.288,9.49,-,---,0.001,1.0,1.0,0.0
0,Kepler-995 b,Kepler-995,b,1,1,0,Transit,2016,Space,0,1,0,0.077,0.1701,2.7,7.75,2.16,0.0,517.0,89.99,0.12083,4.5693,0.03121,,nan,5206.0,0.8,0.83,0.8511,-0.419,2.57,5.01,2.6853,,,5.4071296,1988.3709,284.6157154,39.130998,,16.445,15.57,15.173,14.855,14.622,14.475,13.566,13.066,13.021,12.97,13.008,12.338,8.792,-,---,0.0273620870398,1.0,1.0,0.0
0,Kepler-996 b,Kepler-996,b,1,1,0,Transit,2016,Space,0,1,0,0.01,0.0474,1.98,4.58,3.24,0.0,1272.0,89.02,0.03144,2.0254,0.01635,,nan,6014.0,1.14,1.09,1.0715,0.242,2.36,3.63,3.67551,,,7.4285545,3967.9487,291.9127633,41.5335891,,15.553,15.105,14.717,14.633,14.481,14.423,13.546,13.246,13.171,13.157,13.195,12.715,9.169,-,---,0.001,1.0,1.0,0.0
0,Kepler-997 b,Kepler-997,b,1,1,0,Transit,2016,Space,0,1,0,0.007,0.0397,1.36,2.42,5.29,0.0,1709.0,89.93,0.00737,3.4623,0.00791,,nan,6150.0,1.56,1.22,1.122,0.496,2.14,3.63,0.44755,,-28.54,13.5073471,1525.0011,289.2333767,49.9388952,,12.794,12.213,11.521,11.85,11.757,11.761,10.929,10.663,10.608,10.574,10.618,10.541,9.672,-,---,0.001,1.0,1.0,0.0
0,Kepler-998 b,Kepler-998,b,1,1,0,Transit,2016,Space,0,1,0,0.015,0.0626,2.32,5.99,2.64,0.0,1020.0,88.77,0.03668,1.9612,0.01845,,nan,6058.0,1.18,1.12,1.1749,0.193,2.34,3.31,5.80107,,,2.3015076,3217.0854,296.7541629,49.2087085,,15.304,14.844,14.463,14.327,14.176,14.114,13.229,12.943,12.888,12.868,12.898,12.507,9.614,-,---,0.001,1.0,1.0,0.0
0,Kepler-999 b,Kepler-999,b,1,1,0,Transit,2016,Space,0,1,0,0.016,0.0681,2.34,6.08,2.61,0.0,1355.0,85.77,0.01843,1.622,0.0125,,nan,6237.0,1.65,1.29,1.122,0.538,2.11,3.09,0.35446,,-52.35,8.461559,1777.7557,299.6604865,46.1984679,,13.045,12.595,12.364,12.2,12.087,12.068,11.165,10.947,10.916,10.86,10.892,11.194,9.476,-,---,0.001,1.0,1.0,0.0
0,L 168-9 b,L 168-9,b,1,1,0,Transit,2020,Space,1,1,0,0.004,0.02091,1.39,4.6,9.6,0.21,965.0,85.5,0.061912,1.321993,0.0212,3.66,M1 V,3800.0,0.6,0.62,1.0965,-1.172,2.04,,3.88024,29.8,,344.5330543,82.0269,350.0285917,-60.0657292,,12.46,11.752,11.005,10.416,9.675,,7.941,7.32,7.082,6.928,6.984,6.906,6.897,M,V,0.001,0.999999996602,1.0,0.0
0,L 363-38 b,L 363-38,b,1,1,0,Radial Velocity,2023,Ground,1,0,0,0.024,0.048,2.0,4.67,3.21,,330.0,,,,,4.12,nan,3129.0,0.27,0.21,,-1.886,2.97,8.07,21.29232,,,760.126108,33.3641,10.8555443,-41.2952926,,14.643,,13.027,,,,8.572,8.026,7.71,,,,,-,---,0.994663516997,0.1,1.0,0.0
0,L 98-59 b,L 98-59,b,1,4,0,Transit,2019,Space,1,1,0,0.006,0.02191,0.85,0.4,3.6,0.103,627.0,87.71,0.0666,0.992,0.02512,0.46,M3 V,3415.0,0.3,0.27,0.3467,-1.948,2.86,0.8,12.89991,80.9,-5.58,353.4129312,34.6358,124.5328604,-68.3144658,,13.218,12.453,11.685,11.065,,,7.933,7.359,7.101,6.935,6.767,6.703,6.578,M,V,0.001,0.999999999984,1.0,0.0
0,L 98-59 c,L 98-59,c,1,4,0,Transit,2019,Space,1,1,0,0.01,0.0317,1.34,2.42,5.46,0.0,517.0,88.11,0.1657,1.107,0.039,2.19,M3 V,3412.0,0.31,0.31,0.3162,-1.948,2.94,0.8,12.89991,78.0,-5.68,353.4129312,34.6358,124.5328604,-68.3144658,,13.218,12.453,11.685,11.065,,,7.933,7.359,7.101,6.935,6.767,6.703,6.578,M,V,0.0273620870398,1.0,1.0,0.0
0,L 98-59 d,L 98-59,d,1,4,0,Transit,2019,Space,1,1,0,0.02,0.0506,1.58,2.31,3.17,0.0,409.0,88.449,0.1542,0.475,0.0463,1.5,M3 V,3412.0,0.31,0.31,0.3162,-1.948,2.94,0.8,12.89991,78.0,-5.68,353.4129312,34.6358,124.5328604,-68.3144658,,13.218,12.453,11.685,11.065,,,7.933,7.359,7.101,6.935,6.767,6.703,6.578,M,V,0.49078559376,1.0,1.0,0.49078559376
0,L 98-59 e,L 98-59,e,1,4,0,Radial Velocity,2021,Multiple Locales,1,0,0,0.035,0.0717,1.56,3.06,4.43,0.128,342.0,,,,,2.01,M3 V,3415.0,0.3,0.27,0.3467,-1.948,2.86,0.8,12.89991,80.9,-5.58,353.4129312,34.6358,124.5328604,-68.3144658,,13.218,12.453,11.685,11.065,,,7.933,7.359,7.101,6.935,6.767,6.703,6.578,M,V,0.964475137347,0.999999999944,1.0,0.964475137292
0,LHS 1140 b,LHS 1140,b,1,2,0,Transit,2017,Ground,1,1,0,0.068,0.0946,1.73,5.6,5.9,0.043,226.0,89.86,0.538,2.15,0.0739,3.8,M4.5 V,3096.0,0.22,0.18,0.7079,-2.42,3.04,5.0,25.8,131.0,-13.23,675.8787442,48.8781,11.248632,-15.2741085,,15.881,,14.15,,,,9.612001,9.092,8.821,8.606,8.391,8.235,8.133,M,V,0.412373248353,0.999999999999,1.0,0.412373248353
0,LHS 1140 c,LHS 1140,c,1,2,0,Transit,2018,Multiple Locales,1,1,0,0.01,0.027,1.272,1.91,5.1,0.05,422.0,89.8,0.29,1.13,0.05486,2.42,M4.5 V,3096.0,0.22,0.18,0.7079,-2.42,3.04,5.0,25.8,131.0,-13.23,675.8787442,48.8781,11.248632,-15.2741085,,15.881,,14.15,,,,9.612001,9.092,8.821,8.606,8.391,8.235,8.133,M,V,0.389941009204,0.999999999999,1.0,0.389941009204
0,LHS 1478 b,LHS 1478,b,1,1,0,Transit,2021,Space,1,1,0,0.005,0.01848,1.242,2.33,6.67,,595.0,87.452,0.208924,0.705,0.0462,3.13,m3 V,3381.0,0.25,0.24,0.7413,-2.146,2.87,,22.2,,,798.2974712,59.4504,44.3388743,76.5514045,16.7301,14.971,15.2522,13.304,12.9473,14.8547,12.3572,9.615,9.028,8.767,,,,,M,V,0.001,0.1,1.0,0.0
0,LHS 1678 b,LHS 1678,b,2,3,0,Transit,2021,Space,0,1,0,0.002,0.01239,0.685,0.35,6.0,0.033,830.0,88.53,0.071954,0.801,0.01905,,M2.0 V,3490.0,0.33,0.35,,-1.839,2.89,7.0,13.9,64.0,11.47,996.9452302,64.8339,68.1789866,-39.7908744,,,,12.6,,,,9.020001,8.501,8.264,,,,,M,V,0.001,1.0,0.25,0.0
0,LHS 1678 c,LHS 1678,c,2,3,0,Transit,2021,Space,0,1,0,0.01,0.0327,0.941,1.4,10.6,0.039,511.0,88.82,0.083282,1.23,0.0262,,M2.0 V,3490.0,0.33,0.35,,-1.839,2.89,7.0,13.9,64.0,11.47,996.9452302,64.8339,68.1789866,-39.7908744,,,,12.6,,,,9.020001,8.501,8.264,,,,,M,V,0.0340474547346,0.999999999999,0.25,0.0
0,LHS 1678 d,LHS 1678,d,2,3,0,Transit,2024,Space,0,1,0,0.014,0.04,0.981,0.907,5.28,0.036,463.0,88.31,0.063306,1.0,0.0273,,M2.0 V,3490.0,0.33,0.35,,-1.839,2.89,7.0,13.9,64.0,11.47,996.9452302,64.8339,68.1789866,-39.7908744,,,,12.6,,,,9.020001,8.501,8.264,,,,,M,V,0.152927955556,0.999999999999,0.25,0.0
0,LHS 1815 b,LHS 1815,b,1,1,0,Transit,2020,Space,1,1,0,0.01,0.0404,1.088,1.58,6.7,0.0,617.0,88.125,0.051,1.346,0.0199,1.02,M1,3643.0,0.5,0.5,0.7586,-1.387,2.77,,5.6,47.8,42.22,762.7611976,97.3328,91.0899861,-55.3115376,,13.585,,12.167,,,,8.801,8.209,7.993,7.82,7.736,7.661,7.555,M,---,0.001,1.0,1.0,0.0
0,LHS 3154 b,LHS 3154,b,1,1,0,Radial Velocity,2023,Ground,1,0,0,0.01,0.02262,3.69,13.15,1.44,0.076,,,,,,23.4,M6.5,2861.0,0.14,0.11,,-2.721,3.2,5.0,58.14575,114.0,-42.05,734.5185758,51.4041,241.6367309,40.9068221,,,,17.65,,,,11.05,10.423,10.072,,,,,M,---,0.1,0.999999999996,1.0,0.0
